Category,Priority,File,Line,Link_Text,Target,Status,Impact
navigation,high,commands/management/init-claude-md.md,102,communication.md,~/.claude/docs/principles/communication.md,BROKEN,Navigation disruption in navigation system
command,high,commands/management/init-claude-md.md,113,analyze-file.md,~/.claude/commands/analysis/analyze-file.md,BROKEN,Navigation disruption in command system
workflow,high,commands/management/init-claude-md.md,114,workflow.md,~/.claude/docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,commands/management/init-claude-md.md,124,~/.claude/CLAUDE.md,~/.claude/CLAUDE.md,BROKEN,Navigation disruption in other system
other,low,commands/management/init-claude-md.md,154,global CLAUDE.md,~/.claude/CLAUDE.md,BROKEN,Navigation disruption in other system
workflow,high,commands/management/init-claude-md.md,164,8-phase workflow,~/.claude/docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/management/init-claude-md.md,165,files.md,~/.claude/docs/principles/files.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/management/init-claude-md.md,166,communication.md,~/.claude/docs/principles/communication.md,BROKEN,Navigation disruption in navigation system
other,low,commands/management/init-claude-md.md,173,~/.claude/CLAUDE.md,~/.claude/CLAUDE.md,BROKEN,Navigation disruption in other system
navigation,high,commands/management/init-claude-md.md,269,Apply claude-md-templates.md for variants,../../docs/components/templates/claude-md-templates.md,BROKEN,Navigation disruption in navigation system
other,low,commands/management/init-claude-md.md,274,Execute system-audit.md for analysis,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/management/init-claude-md.md,275,Apply modularize.md for structure,../analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/management/create-ticket.md,17,Previous: Enhanced System Audit,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/management/create-ticket.md,58,management_agent_deployment,../shared/AgentManager.md#management-command-agent-selection,BROKEN,Navigation disruption in other system
other,low,commands/management/create-ticket.md,71,task_management_validation,../shared/ValidationEngine.md#task-management-commands,BROKEN,Navigation disruption in other system
workflow,low,commands/management/create-ticket.md,107,management_workflow_phases,../shared/WorkflowPhases.md#management-command-workflow,BROKEN,Navigation disruption in workflow system
other,low,commands/management/create-ticket.md,198,CLAUDE.md Ultimate Authority,../../../CLAUDE.md,BROKEN,Navigation disruption in other system
navigation,high,commands/management/create-ticket.md,199,Framework Documentation,../../../docs/index.md,BROKEN,Navigation disruption in navigation system
other,low,commands/management/create-ticket.md,202,Enhanced System Audit,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/management/create-ticket.md,204,Enhanced Modularize,../analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/management/review-tickets.md,17,Next: Enhanced Modularize,../analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/management/review-tickets.md,58,management_agent_deployment,../shared/AgentManager.md#management-command-agent-selection,BROKEN,Navigation disruption in other system
workflow,low,commands/management/review-tickets.md,99,management_workflow_phases,../shared/WorkflowPhases.md#management-command-workflow,BROKEN,Navigation disruption in workflow system
other,low,commands/management/review-tickets.md,107,task_management_validation,../shared/ValidationEngine.md#task-management-commands,BROKEN,Navigation disruption in other system
other,low,commands/management/review-tickets.md,239,Enhanced System Audit,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/management/review-tickets.md,240,Enhanced Modularize,../analysis/modularize.md,BROKEN,Navigation disruption in other system
navigation,high,commands/management/manage-systems.md,44,task-orchestration.md systematic execution,docs/principles/task-orchestration.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/management/manage-systems.md,44,engineering.md quality standards,docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
workflow,low,commands/shared/WorkflowPhases.md,303,analysis_workflow_phases,../shared/WorkflowPhases.md#analysis-command-workflow,BROKEN,Navigation disruption in workflow system
other,low,commands/shared/EnhancedTemplate.md,307,system-audit.md,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/EnhancedTemplate.md,309,modularize.md,../analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/ValidationEngine.md,190,system_analysis_validation,../shared/ValidationEngine.md#system-analysis-commands,BROKEN,Navigation disruption in other system
other,low,commands/shared/ValidationEngine.md,243,system-audit.md,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/ValidationEngine.md,245,modularize.md,../analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,48,Previous: Related Command,../related-command.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,48,Next: Next Command,../next-command.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,148,Review Enhanced Commands Index,../enhanced-commands-index.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,151,Execute enhanced system-audit.md,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,154,Apply enhanced modularize.md,../analysis/modularize.md,BROKEN,Navigation disruption in other system
navigation,high,commands/shared/DocumentationEngine.md,157,Study Command-Centered Architecture Guide,../../docs/architecture/command-centered.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/shared/DocumentationEngine.md,158,Apply Integration Patterns Documentation,../../docs/patterns/integration.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/shared/DocumentationEngine.md,159,Reference Validation Framework,../../docs/components/validation-framework.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/shared/DocumentationEngine.md,188,principle-name.md,../../docs/principles/principle-name.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/shared/DocumentationEngine.md,188,another-principle.md,../../docs/principles/another-principle.md,BROKEN,Navigation disruption in navigation system
other,low,commands/shared/DocumentationEngine.md,193,shared ComponentName,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,195,ComponentName.md,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,200,shared ComponentName,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,202,domain_specific_implementation,../shared/ComponentName.md#domain-specific-section,BROKEN,Navigation disruption in other system
navigation,high,commands/shared/DocumentationEngine.md,239,output-examples.md,../../docs/components/output-examples.md,BROKEN,Navigation disruption in navigation system
other,low,commands/shared/DocumentationEngine.md,334,analysis_command_documentation,../shared/DocumentationEngine.md#analysis-command-documentation,BROKEN,Navigation disruption in other system
other,low,commands/shared/DocumentationEngine.md,373,system-audit.md,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,critical,commands/shared/index.md,158,shared ComponentName,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,critical,commands/shared/index.md,160,ComponentName.md,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,critical,commands/shared/index.md,167,specialized_pattern,../shared/ComponentName.md#specialized-section,BROKEN,Navigation disruption in other system
other,critical,commands/shared/index.md,176,shared ComponentName,../shared/ComponentName.md,BROKEN,Navigation disruption in other system
other,critical,commands/shared/index.md,356,system-audit.md,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/shared/AgentManager.md,285,analysis_agent_deployment,../shared/AgentManager.md#analysis-command-agent-selection,BROKEN,Navigation disruption in other system
navigation,medium,commands/shared/AgentManager.md,338,project-optimizer.md,../../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,commands/shared/AgentManager.md,339,system-auditor.md,../../agents/system-auditor.md,BROKEN,Navigation disruption in navigation system
navigation,medium,commands/shared/AgentManager.md,340,agent-creator.md,../../agents/agent-creator.md,BROKEN,Navigation disruption in navigation system
workflow,high,commands/composition/complete-analysis.md,21,Apply command-workflow-principles.md systematic command concatenation,../../docs/principles/command-workflow-principles.md#command-composition,BROKEN,Navigation disruption in workflow system
other,low,commands/composition/complete-analysis.md,137,Execute system-audit.md comprehensive examination,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/composition/complete-analysis.md,138,Execute analyze-dependencies.md dependency mapping,../analysis/analyze-dependencies.md,BROKEN,Navigation disruption in other system
other,low,commands/composition/parallel-development.md,203,Execute analyze-dependencies for mapping,../analysis/analyze-dependencies.md,BROKEN,Navigation disruption in other system
workflow,high,commands/composition/optimization-cycle.md,21,Apply command-workflow-principles.md systematic recursive execution,../../docs/principles/command-workflow-principles.md#recursive-improvement,BROKEN,Navigation disruption in workflow system
other,low,commands/composition/optimization-cycle.md,174,Execute system-audit for analysis,../analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/assemblies/SystemAnalysisAssembly.md,17,Previous: Molecular Components,../molecules/index.md,BROKEN,Navigation disruption in other system
other,low,commands/assemblies/SystemAnalysisAssembly.md,17,Return to Assemblies Index,index.md,BROKEN,Navigation disruption in other system
other,low,commands/assemblies/SystemAnalysisAssembly.md,17,Next: Task Management Assembly,TaskManagementAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/assemblies/SystemAnalysisAssembly.md,478,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
command,high,commands/assemblies/SystemAnalysisAssembly.md,486,system-audit.md,../../docs/commands/analysis/system-audit.md,BROKEN,Navigation disruption in command system
command,high,commands/assemblies/SystemAnalysisAssembly.md,487,analyze-dependencies.md,../../docs/commands/analysis/analyze-dependencies.md,BROKEN,Navigation disruption in command system
